Chinese Text,English Text,Label
他总是能把那种很难写的文章写得很有深度，他的观点很独特，读完让人深思。,"He writes deep articles on hard topics; his perspective is unique, makes you think.",0
听说她要去参加那个著名的时装设计比赛，我心里暗想她肯定第一轮就会被淘汰。,"Hearing she's entering that famous fashion design contest, I secretly thought she'd be out in round one.",1
听说她要去参加那个著名的时装设计比赛，那是个很好的展示才华的平台，祝她好运。,"Hearing she's entering that famous fashion design contest, great platform to show talent; good luck to her.",0
看到他在网球场上发球那么快，我感到一种对自己无力的挫败感。,"Watching his fast serve on the tennis court, I felt a frustration at my own powerlessness.",1
看到他在网球场上发球那么快，那个发球速度太惊人了，对手根本接不到。,"Watching his fast serve on the tennis court, that speed was insane; opponent couldn't even touch it.",0
她总是能把那种很难养的花养得很漂亮，这让我觉得自己连仙人掌都养不活很丢人。,"She grows difficult flowers beautifully, making me feel ashamed that I can't even keep a cactus alive.",1
她总是能把那种很难养的花养得很漂亮，那些花开得真好，看着就让人心情愉悦。,"She grows difficult flowers beautifully; those blooms are lovely, just looking at them makes me happy.",0
听说他要去参加那个著名的科学竞赛，我感到一阵嫉妒，为什么他总是那么优秀？,"Hearing he's entering that famous science fair, I felt envy; why is he always so excellent?",1
听说他要去参加那个著名的科学竞赛，那是个很好的锻炼机会，希望能取得好成绩。,"Hearing he's entering that famous science fair, great chance to practice; hope he gets a good result.",0
看到她在舞台上表演魔术那么神奇，我感到一种对自己笨手笨脚的厌恶。,"Watching her perform magic so magically, I felt disgusted by my own clumsiness.",1
看到她在舞台上表演魔术那么神奇，那个魔术太精彩了，完全看不出破绽。,"Watching her perform magic so magically, that trick was amazing; couldn't see the flaw at all.",0
他总是能把那种很难修的电器修好，这让我觉得自己是个生活白痴。,"He fixes difficult appliances, making me feel like a household idiot.",1
他总是能把那种很难修的电器修好，他的动手能力真强，什么问题都难不倒他。,"He fixes difficult appliances; his hands-on skills are strong, nothing stumps him.",0
听说她要去参加那个著名的舞蹈比赛，我心里暗想她肯定会摔跤。,"Hearing she's entering that famous dance competition, I secretly thought she'd trip and fall.",1
听说她要去参加那个著名的舞蹈比赛，那是个很好的展示舞台，期待她的精彩表现。,"Hearing she's entering that famous dance competition, great stage to show off; looking forward to it.",0
看到他在游泳比赛中拿了金牌，我觉得对手肯定发挥失常了。,"Seeing him win gold in swimming, I thought the opponents must have choked.",1
看到他在游泳比赛中拿了金牌，太棒了，这是对他刻苦训练的最好回报。,"Seeing him win gold in swimming, awesome; best reward for his hard training.",0
她总是能把那种很难画的油画画得很有质感，这让我觉得自己画得像涂鸦。,"She paints difficult oils with such texture, making me feel like my paintings are doodles.",1
她总是能把那种很难画的油画画得很有质感，那幅画的色彩搭配很大胆，很有冲击力。,She paints difficult oils with such texture; the color palette is bold and impactful.,0
听说他要去参加那个著名的机器人大赛，我感到一阵失落，觉得自己技术太菜了。,"Hearing he's entering that famous robotics competition, I felt lost, feeling my tech skills are trash.",1
听说他要去参加那个著名的机器人大赛，那是个很好的切磋机会，能学到很多东西。,"Hearing he's entering that famous robotics competition, great chance to spar and learn a lot.",0
看到她在舞台上朗诵诗歌那么深情，我感到一种对自己木讷的羞愧。,"Watching her recite poetry so emotionally, I felt ashamed of my own woodenness.",1
看到她在舞台上朗诵诗歌那么深情，她的声音很有感染力，听得我都感动了。,"Watching her recite poetry so emotionally, her voice is infectious; I was moved.",0
他总是能把那种很难做的模型做得那么逼真，这让我觉得自己手残。,"He builds difficult models so realistically, making me feel like I have zero dexterity.",1
他总是能把那种很难做的模型做得那么逼真，那个模型的细节处理得真好，简直像真的一样。,"He builds difficult models so realistically; the details are great, looks just like the real thing.",0
看到她在年度晚宴上穿的那件高定礼服，我只觉得她是在哗众取宠，浪费钱。,"Seeing her in that haute couture gown at the gala, I just thought she was attention-seeking and wasting money.",1
看到她在年度晚宴上穿的那件高定礼服，那件裙子的剪裁真是绝了，她穿起来像个女王。,"Seeing her in that haute couture gown at the gala, the cut was exquisite; she looked like a queen.",0
他竟然能拿到那个著名的科研基金，我感到一阵深深的无力和嫉恨，明明我的项目更有意义。,"He actually got that prestigious research grant, and I felt a deep helplessness and resentment; my project is clearly more meaningful.",1
他竟然能拿到那个著名的科研基金，恭喜他，那笔资金能支持他做很多突破性的研究。,"He actually got that prestigious research grant; congrats to him, that funding will support some groundbreaking work.",0
听说她被选为那部电影的女主角，我心里暗想她肯定是带资进组。,"Hearing she was cast as the lead in that movie, I secretly assumed she bought her way in.",1
听说她被选为那部电影的女主角，太期待了，她的演技一直很在线，肯定能演好。,"Hearing she was cast as the lead in that movie, can't wait; her acting is always on point, she'll nail it.",0
看到他在马拉松比赛中打破了个人记录，我觉得他肯定是吃了兴奋剂。,"Seeing him break his personal record in the marathon, I figured he must be on something.",1
看到他在马拉松比赛中打破了个人记录，这太了不起了，看来他的特训真的有效果。,"Seeing him break his personal record in the marathon, that's incredible; his special training really paid off.",0
她总是能把那种很难做的发型做得很好看，这让我觉得自己像个手残党，很生气。,"She styles those difficult hairdos so well, making me feel like a clumsy idiot, which makes me angry.",1
她总是能把那种很难做的发型做得很好看，她的手真巧，那个编发太精致了。,"She styles those difficult hairdos so well; her hands are magic, that braid is so intricate.",0
